RX Date/Time,Left Hip Yaw(field 1),Left Hip Roll(field 2),Left Hip Pitch(field 3),Left Knee Pitch(field 4),Left Ankle Pitch(field 5),Right Hip Yaw(field 6),Right Hip Roll(field 7),Right Hip Pitch(field 8),Right Knee Pitch(field 9),Right Ankle Pitch(field 10)
2025/04/01/ 21:40:43::463,-0.034176,1.46381,0.963406,0.258029,-0.355821,0.159968,-3.738533,0.304948,1.150193,-2.178157
2025/04/01/ 21:40:43::508,-0.067795,1.543331,0.997515,0.385024,-0.17395,0.162333,-3.805475,0.19473,1.116842,-2.307642
2025/04/01/ 21:40:43::525,-0.09971,1.40984,0.939657,0.394998,-0.075886,0.19699,-3.545974,-0.057879,0.855021,-2.37801
2025/04/01/ 21:40:43::553,-0.132981,1.227707,0.779946,0.649847,-0.130954,0.183281,-2.954063,-0.30762,0.484076,-2.407053
2025/04/01/ 21:40:43::589,-0.176399,0.889916,0.773141,0.748842,-0.32713,0.168705,-2.155069,-0.524872,0.368784,-2.328176
2025/04/01/ 21:40:43::613,-0.273767,0.66383,0.738405,0.876911,-0.648548,0.07325,-1.52036,-0.538652,0.179197,-2.157871
2025/04/01/ 21:40:43::652,-0.344728,0.945441,0.635586,0.87754,-0.918172,-0.082123,-1.300918,-0.294002,-0.051105,-1.898278
2025/04/01/ 21:40:43::674,-0.319753,1.504518,0.713292,0.97714,-1.070981,-0.22906,-1.139437,-0.069579,-0.422213,-1.441574
2025/04/01/ 21:40:43::704,-0.165368,2.216016,0.917203,1.249651,-1.127682,-0.060261,-0.980425,-0.337234,-0.507502,-1.01982
2025/04/01/ 21:40:43::733,-0.174309,3.090059,0.836989,1.558901,-1.212292,-0.128023,-0.942921,-0.427302,-0.791999,-0.572826
2025/04/01/ 21:40:43::783,-0.080057,3.883431,0.818318,1.693041,-1.34385,-0.220292,-1.099337,-0.497601,-0.911228,-0.349248
2025/04/01/ 21:40:43::794,-0.026318,4.275007,0.742619,1.919503,-1.507803,-0.167169,-1.322594,-0.352298,-0.860007,-0.202409
2025/04/01/ 21:40:43::825,0.020624,4.306825,0.683892,1.948083,-1.632366,-0.153687,-1.439259,-0.009857,-0.671653,-0.062273
2025/04/01/ 21:40:43::858,0.162185,3.822034,0.596335,1.801623,-1.700253,-0.05583,-1.483626,0.239239,-0.303201,0.003018
2025/04/01/ 21:40:43::884,0.276246,2.921665,0.507288,1.505983,-1.736555,-0.058857,-1.368813,0.223334,0.123123,-0.121915
2025/04/01/ 21:40:43::916,0.275832,1.890494,0.464313,1.177081,-1.733078,0.151123,-1.068792,-0.016697,0.483578,-0.417937
2025/04/01/ 21:40:43::947,0.285195,1.456916,0.542995,0.647551,-1.560918,0.340764,-1.072654,0.033584,0.455346,-0.819206
2025/04/01/ 21:40:43::973,0.171691,1.205924,0.49896,0.257634,-1.349869,0.129905,-1.33202,0.00902,0.524556,-1.198356
2025/04/01/ 21:40:44::006,0.082469,1.05796,0.339381,-0.207217,-1.117358,0.178296,-1.922225,-0.048546,0.759607,-1.411544
2025/04/01/ 21:40:44::033,0.043589,0.828982,0.193206,-0.385441,-0.855988,0.314962,-2.857099,0.074315,1.101071,-1.576169
2025/04/01/ 21:40:44::068,-0.025626,0.757163,0.253435,-0.421362,-0.580838,0.150559,-3.460001,0.247689,1.358972,-1.700359
2025/04/01/ 21:40:44::094,-0.069003,1.01331,0.282055,-0.412436,-0.341531,0.244969,-3.874005,0.500635,1.708018,-1.724983
2025/04/01/ 21:40:44::131,-0.108809,1.099223,0.399944,-0.281806,-0.092511,0.192364,-3.926392,0.593218,1.771564,-1.808579
2025/04/01/ 21:40:44::154,-0.139138,1.090065,0.473704,-0.052759,0.00679,0.263149,-3.602575,0.532633,1.692865,-1.759098
2025/04/01/ 21:40:44::227,-0.178353,0.927183,0.514226,0.106091,0.031929,0.281626,-3.060806,0.424958,1.404695,-1.710688
2025/04/01/ 21:40:44::228,-0.203785,0.572214,0.55886,0.629745,-0.170633,0.299011,-2.221536,0.094734,1.158897,-1.683664
2025/04/01/ 21:40:44::256,-0.198165,0.266764,0.535906,0.83255,-0.387464,0.235084,-1.486227,-0.06853,0.845286,-1.644889
2025/04/01/ 21:40:44::278,-0.264772,0.283578,0.560679,0.883643,-0.771762,0.14111,-1.101491,-0.127482,0.505943,-1.581727
2025/04/01/ 21:40:44::334,-0.29651,0.947763,0.529129,0.875111,-0.995228,-0.042532,-1.024718,-0.075842,0.132292,-1.306333
2025/04/01/ 21:40:44::338,-0.279266,1.837762,0.543342,1.389246,-1.047964,-0.173536,-0.860972,-0.15253,-0.564224,-0.977178
2025/04/01/ 21:40:44::363,-0.115521,2.613139,0.779526,1.470048,-1.059232,-0.016121,-0.720969,-0.34329,-0.703545,-0.69449
2025/04/01/ 21:40:44::412,-0.108413,3.46483,0.813679,1.820665,-1.163983,-0.199282,-0.680348,-0.417833,-0.991943,-0.285139
2025/04/01/ 21:40:44::426,0.081074,4.02066,0.886577,2.06804,-1.330498,-0.312666,-0.930618,-0.377944,-0.864644,-0.105718
2025/04/01/ 21:40:44::465,0.086979,4.246914,0.951162,2.051489,-1.524737,-0.178822,-1.12554,-0.013697,-0.669625,-0.06219
2025/04/01/ 21:40:44::483,0.100462,3.903302,0.741026,2.005563,-1.697387,-0.155589,-1.14765,0.314769,-0.420715,0.05859
2025/04/01/ 21:40:44::533,0.167056,3.038601,0.530381,1.744691,-1.854503,-0.066639,-1.14613,0.154138,-0.039871,-0.018109
2025/04/01/ 21:40:44::543,0.195288,2.084661,0.445563,1.346889,-1.929208,0.070788,-0.900026,0.031052,0.340563,-0.266535
2025/04/01/ 21:40:44::594,0.169702,1.487339,0.515216,0.851898,-1.84768,0.295437,-0.734265,-0.131116,0.384131,-0.640444
2025/04/01/ 21:40:44::604,0.181173,1.320844,0.630082,0.466893,-1.666014,0.118817,-1.061546,-0.124581,0.401242,-1.041245
2025/04/01/ 21:40:44::661,0.093052,1.148316,0.660075,0.00606,-1.393391,0.099774,-1.520151,-0.230626,0.613472,-1.399621
2025/04/01/ 21:40:44::665,0.019914,1.025337,0.508849,-0.1278,-1.083621,0.295503,-2.350979,-0.133884,0.737669,-1.656616
2025/04/01/ 21:40:44::712,-0.074006,0.911084,0.440973,0.015303,-0.787477,0.294805,-2.968615,0.127283,0.798988,-1.859316
2025/04/01/ 21:40:44::724,-0.022199,1.051726,0.654528,-0.08301,-0.469268,0.172568,-3.613839,0.218204,1.136877,-2.025675
2025/04/01/ 21:40:44::768,-0.090202,1.09224,0.712547,0.098535,-0.286704,0.264529,-3.883477,0.423095,1.191206,-2.156102
2025/04/01/ 21:40:44::784,-0.059837,1.213594,0.766961,0.217278,-0.093019,0.297752,-3.766558,0.349524,1.185927,-2.258094
2025/04/01/ 21:40:44::820,-0.144251,1.112189,0.809667,0.294621,-0.039947,0.323016,-3.229928,0.095697,1.021541,-2.289617
2025/04/01/ 21:40:44::850,-0.178778,0.878277,0.828479,0.669104,-0.144053,0.284937,-2.458994,-0.193547,0.752331,-2.272082
2025/04/01/ 21:40:44::882,-0.22271,0.534434,0.754114,0.904369,-0.305697,0.219683,-1.779503,-0.271588,0.613082,-2.189219
2025/04/01/ 21:40:44::904,-0.280969,0.443986,0.758794,0.898681,-0.624705,0.126972,-1.287284,-0.334895,0.297749,-2.008414
2025/04/01/ 21:40:44::943,-0.302394,0.870266,0.661182,0.769235,-0.930768,-0.049433,-1.09403,-0.193381,0.012034,-1.769832
2025/04/01/ 21:40:44::965,-0.316028,1.560537,0.55106,1.070304,-1.110189,-0.190106,-1.005116,-0.008092,-0.487667,-1.375124
2025/04/01/ 21:40:45::006,-0.172434,2.356664,0.815609,1.247337,-1.160741,-0.030993,-0.921105,-0.278138,-0.583322,-0.965545
2025/04/01/ 21:40:45::024,-0.122233,3.188253,0.754242,1.617275,-1.282884,-0.148421,-0.974517,-0.519638,-0.740277,-0.556512
2025/04/01/ 21:40:45::087,0.01341,3.880834,0.75919,1.776085,-1.390275,-0.162579,-1.055106,-0.422406,-0.974594,-0.30022
2025/04/01/ 21:40:45::087,0.108486,4.321393,0.739404,1.919347,-1.527075,-0.176908,-1.231114,-0.120453,-0.813181,-0.138756
2025/04/01/ 21:40:45::113,0.121116,4.138806,0.707461,1.90323,-1.596826,-0.240641,-1.303831,0.024771,-0.435119,-0.032785
2025/04/01/ 21:40:45::150,0.157735,3.570539,0.508834,1.893267,-1.707481,-0.130893,-1.329582,0.289809,-0.310209,0.007415
2025/04/01/ 21:40:45::174,0.253717,2.538182,0.492589,1.550072,-1.716866,0.060083,-1.197684,0.237253,0.101382,-0.224089
2025/04/01/ 21:40:45::210,0.225806,1.741097,0.452786,1.079378,-1.673,0.187694,-0.93265,-0.093513,0.338551,-0.490426
2025/04/01/ 21:40:45::233,0.287971,1.382702,0.53479,0.556373,-1.514138,0.226661,-0.892145,-0.073145,0.422512,-0.876272
2025/04/01/ 21:40:45::284,0.168434,1.241486,0.469925,0.170181,-1.292943,0.127063,-1.351325,-0.057734,0.587487,-1.20543
2025/04/01/ 21:40:45::293,0.047886,1.070951,0.459082,-0.25822,-1.039526,0.226096,-2.06559,-0.033592,0.863423,-1.386229
2025/04/01/ 21:40:45::326,0.012541,0.842625,0.210515,-0.361816,-0.791102,0.264359,-2.889501,0.255678,1.06021,-1.536208
2025/04/01/ 21:40:45::353,-0.005108,0.811697,0.274397,-0.402686,-0.504822,0.181103,-3.478737,0.265449,1.473187,-1.643262
2025/04/01/ 21:40:45::386,-0.092515,1.054252,0.358976,-0.326009,-0.306421,0.236352,-3.819232,0.565728,1.622471,-1.712624
2025/04/01/ 21:40:45::413,-0.130996,1.13804,0.450007,-0.237799,-0.146153,0.288184,-3.761033,0.610883,1.744761,-1.734058
2025/04/01/ 21:40:45::447,-0.177265,1.034007,0.492496,0.019007,-0.058303,0.337295,-3.415836,0.427028,1.733202,-1.731809
2025/04/01/ 21:40:45::473,-0.16857,0.826361,0.52122,0.280928,-0.050608,0.354152,-2.743052,0.306936,1.290833,-1.661684
2025/04/01/ 21:40:45::529,-0.151054,0.43749,0.556803,0.757812,-0.209086,0.295363,-1.984663,0.061935,1.015396,-1.618645
2025/04/01/ 21:40:45::534,-0.202241,0.216452,0.592203,0.949927,-0.45277,0.234613,-1.246192,-0.024986,0.682281,-1.575581
2025/04/01/ 21:40:45::568,-0.272514,0.448,0.635344,0.79621,-0.83981,0.164001,-0.956492,-0.075097,0.495598,-1.484825
2025/04/01/ 21:40:45::594,-0.289739,1.243655,0.447854,1.005796,-1.076037,-0.044194,-0.895682,-0.009969,-0.050861,-1.217711
2025/04/01/ 21:40:45::648,-0.25953,1.974444,0.532196,1.402823,-1.062385,-0.124905,-0.781904,-0.176645,-0.664878,-0.875853
2025/04/01/ 21:40:45::655,-0.109908,2.803385,0.798064,1.552574,-1.113169,-0.069616,-0.730825,-0.385524,-0.843013,-0.504335
2025/04/01/ 21:40:45::693,-0.06865,3.410938,0.77051,1.762651,-1.259651,-0.246649,-0.937885,-0.306269,-0.858378,-0.242544
2025/04/01/ 21:40:45::719,0.12531,3.848051,0.827929,2.039654,-1.391611,-0.20883,-1.053073,-0.202072,-0.655589,-0.109936
2025/04/01/ 21:40:45::756,0.064408,3.868592,0.972547,1.929406,-1.565825,-0.195588,-1.070567,0.160859,-0.594967,-0.009185
2025/04/01/ 21:40:45::774,0.097553,3.470138,0.644339,1.963734,-1.717721,-0.188828,-1.139203,0.243076,-0.358331,0.018109
2025/04/01/ 21:40:45::803,0.221473,2.446645,0.523432,1.615227,-1.838642,0.046896,-1.022272,0.209544,0.164437,-0.123977
2025/04/01/ 21:40:45::842,0.11067,1.602161,0.530861,1.153925,-1.789225,0.199453,-0.752371,-0.103285,0.332162,-0.433498
2025/04/01/ 21:40:45::864,0.167864,1.317594,0.581773,0.688717,-1.726496,0.205392,-0.72537,-0.034477,0.384703,-0.853204
2025/04/01/ 21:40:45::894,0.105063,1.133963,0.549904,0.315481,-1.503732,0.128807,-1.149321,-0.260026,0.536453,-1.207779
2025/04/01/ 21:40:45::923,0.124718,0.98638,0.561878,-0.053125,-1.238436,0.251204,-1.682802,-0.190784,0.610306,-1.483954
2025/04/01/ 21:40:45::965,-0.078375,0.9039,0.4422,-0.282279,-0.956198,0.258694,-2.548293,0.055085,0.677979,-1.708129
2025/04/01/ 21:40:45::984,-0.024229,0.826942,0.406886,0.026495,-0.660459,0.267505,-3.094157,0.078852,1.078096,-1.886672
2025/04/01/ 21:40:46::015,-0.024605,0.992446,0.518074,-0.024469,-0.370153,0.250495,-3.612826,0.371988,1.247368,-2.021513
2025/04/01/ 21:40:46::046,-0.093408,1.111502,0.8136,0.032053,-0.208367,0.310006,-3.742593,0.509395,1.221155,-2.137662
2025/04/01/ 21:40:46::075,-0.114305,1.126865,0.698364,0.262741,-0.086152,0.318317,-3.488446,0.237305,1.414415,-2.168229
2025/04/01/ 21:40:46::104,-0.175457,1.024246,0.776888,0.311442,-0.054288,0.329064,-3.030056,0.108428,1.052483,-2.184037
2025/04/01/ 21:40:46::135,-0.195319,0.726661,0.827343,0.645989,-0.170925,0.283634,-2.309612,-0.147481,0.732712,-2.10359
2025/04/01/ 21:40:46::164,-0.245816,0.41444,0.701569,0.955289,-0.333022,0.250526,-1.585631,-0.16135,0.550799,-1.982458
2025/04/01/ 21:40:46::200,-0.303568,0.382068,0.730068,0.950373,-0.709568,0.133826,-1.153252,-0.271605,0.245686,-1.91249
2025/04/01/ 21:40:46::224,-0.295761,1.018691,0.613297,0.822388,-1.022928,-0.031432,-0.983211,-0.110781,-0.055186,-1.611633
2025/04/01/ 21:40:46::257,-0.270547,1.84755,0.739206,1.215737,-1.081212,-0.136551,-0.851514,-0.049397,-0.673476,-1.163902
2025/04/01/ 21:40:46::284,-0.099321,2.642941,0.785893,1.569898,-1.122011,-0.04445,-0.75308,-0.649831,-0.542298,-0.7952
2025/04/01/ 21:40:46::317,-0.127021,3.537736,0.820059,1.855945,-1.208595,-0.228825,-0.849976,-0.457952,-1.082465,-0.410394
2025/04/01/ 21:40:46::343,0.031578,4.072593,1.003546,2.004436,-1.312894,-0.201922,-1.008763,-0.391586,-0.991859,-0.225516
2025/04/01/ 21:40:46::397,0.074234,4.262381,0.960172,2.16873,-1.455819,-0.191946,-1.226587,-0.203179,-0.616075,-0.048389
2025/04/01/ 21:40:46::403,0.082757,3.943917,0.842545,2.017349,-1.562547,-0.107923,-1.307055,0.196817,-0.574775,0.082976
2025/04/01/ 21:40:46::444,0.150995,3.284497,0.575877,1.913582,-1.609815,-0.050901,-1.288731,0.078838,-0.147824,-0.047804
2025/04/01/ 21:40:46::463,0.251497,2.177925,0.458367,1.470201,-1.632021,0.079607,-1.013776,-0.091371,0.303259,-0.259804
2025/04/01/ 21:40:46::510,0.145044,1.572137,0.510566,0.904776,-1.528152,0.292185,-0.858797,-0.176195,0.308467,-0.59559
2025/04/01/ 21:40:46::525,0.186414,1.326348,0.527706,0.502226,-1.406568,0.17078,-1.011724,-0.154041,0.303488,-1.006233
2025/04/01/ 21:40:46::554,0.15624,1.124563,0.545385,0.015998,-1.15748,0.143728,-1.486686,-0.080072,0.745274,-1.269505
2025/04/01/ 21:40:46::586,0.03479,0.971812,0.424823,-0.270367,-0.940689,0.278742,-2.303377,-0.051591,0.893497,-1.471928
2025/04/01/ 21:40:46::613,-0.047166,0.772981,0.230162,-0.217912,-0.673263,0.197928,-3.038482,0.287971,1.200917,-1.60078
2025/04/01/ 21:40:46::644,-0.045383,0.820291,0.385314,-0.363143,-0.431324,0.185485,-3.600401,0.41063,1.539836,-1.711559
2025/04/01/ 21:40:46::674,-0.0995,0.924555,0.520834,-0.247167,-0.220031,0.263743,-3.831383,0.58077,1.56364,-1.828319
2025/04/01/ 21:40:46::711,-0.133246,0.949458,0.453108,-0.112142,-0.082714,0.305787,-3.685032,0.489673,1.680195,-1.844353
2025/04/01/ 21:40:46::733,-0.172679,0.867203,0.56485,0.161494,-0.020117,0.347819,-3.11119,0.351684,1.386345,-1.89152
2025/04/01/ 21:40:46::765,-0.182194,0.590472,0.635652,0.519232,-0.092442,0.344844,-2.348074,0.127791,1.148933,-1.862485
2025/04/01/ 21:40:46::793,-0.200674,0.239644,0.598234,0.942498,-0.277313,0.315629,-1.634137,-0.057964,0.826591,-1.837939
2025/04/01/ 21:40:46::842,-0.236541,0.203599,0.665458,0.988755,-0.606785,0.197884,-1.109699,-0.164982,0.41934,-1.752018
2025/04/01/ 21:40:46::854,-0.2933,0.629469,0.591012,0.738918,-0.969124,0.058956,-1.043167,-0.075197,0.222404,-1.545788
2025/04/01/ 21:40:46::884,-0.303672,1.428157,0.474759,0.962454,-1.165679,-0.2054,-0.934811,-0.065679,-0.370092,-1.270444
2025/04/01/ 21:40:46::920,-0.175937,2.244637,0.57961,1.283943,-1.198764,-0.051379,-0.821862,-0.286879,-0.729738,-0.923147
2025/04/01/ 21:40:46::943,-0.127328,3.04461,0.671894,1.534402,-1.28358,-0.126992,-0.797302,-0.414728,-0.85307,-0.511268
2025/04/01/ 21:40:46::973,-0.036051,3.726499,0.769926,1.710404,-1.410103,-0.186465,-0.995444,-0.399876,-0.821269,-0.252879
2025/04/01/ 21:40:47::005,0.063669,4.071712,0.812366,1.859081,-1.578005,-0.255023,-1.080872,0.021106,-0.763142,-0.081969
2025/04/01/ 21:40:47::035,0.054105,3.943598,0.793531,1.787938,-1.764001,-0.157189,-1.264181,0.213286,-0.288177,-0.033726
2025/04/01/ 21:40:47::068,0.088583,3.262764,0.558185,1.650035,-1.921422,-0.097205,-1.194926,0.245578,-0.146291,-0.013614
2025/04/01/ 21:40:47::093,0.186222,2.210235,0.378036,1.411654,-2.02146,0.004416,-1.005575,0.231593,0.19807,-0.246054
2025/04/01/ 21:40:47::129,0.183035,1.569593,0.460867,0.96228,-1.944544,0.235455,-0.850692,-0.151228,0.488399,-0.588437
2025/04/01/ 21:40:47::154,0.237684,1.332982,0.593459,0.512519,-1.759423,0.164691,-0.905819,-0.088421,0.361609,-0.982398
2025/04/01/ 21:40:47::190,0.100364,1.156093,0.695756,0.135581,-1.469441,0.115983,-1.359227,-0.246928,0.433829,-1.351803
2025/04/01/ 21:40:47::213,0.109194,1.054788,0.465206,0.057473,-1.150629,0.271667,-1.967837,-0.080456,0.669551,-1.605002
2025/04/01/ 21:40:47::271,-0.056493,1.036698,0.540349,-0.0309,-0.842206,0.272835,-2.654441,0.076059,0.850839,-1.789314
2025/04/01/ 21:40:47::273,-0.008925,1.018209,0.687025,-0.099379,-0.595809,0.195791,-3.215055,0.237796,1.089905,-1.951059
2025/04/01/ 21:40:47::316,-0.056137,1.091898,0.546439,0.10718,-0.359935,0.204552,-3.639839,0.380894,1.17874,-2.066489
2025/04/01/ 21:40:47::333,-0.08336,1.175547,0.671725,0.150311,-0.185198,0.276146,-3.577576,0.259291,1.166476,-2.166207
2025/04/01/ 21:40:47::365,-0.163122,1.088219,0.744163,0.239287,-0.122938,0.28329,-3.069677,0.157196,1.050711,-2.188161
2025/04/01/ 21:40:47::399,-0.198947,0.885141,0.706627,0.513999,-0.170542,0.288388,-2.436802,-0.160414,0.894464,-2.129278
2025/04/01/ 21:40:47::423,-0.242061,0.5123,0.594631,0.867714,-0.316116,0.228398,-1.773029,-0.153478,0.622082,-2.031831
2025/04/01/ 21:40:47::455,-0.264761,0.319336,0.704887,0.926284,-0.615633,0.148954,-1.22251,-0.267655,0.276522,-1.922228
2025/04/01/ 21:40:47::483,-0.273038,0.603803,0.611251,0.854407,-0.920018,0.030482,-1.004454,-0.211038,0.204085,-1.724346
2025/04/01/ 21:40:47::517,-0.327372,1.38043,0.604384,1.011859,-1.086007,-0.182343,-0.893995,-0.100678,-0.307639,-1.413186
2025/04/01/ 21:40:47::543,-0.166768,2.12217,0.71818,1.281746,-1.133314,-0.068345,-0.816848,-0.219451,-0.637346,-1.001492
2025/04/01/ 21:40:47::592,-0.099446,2.937816,0.717714,1.613846,-1.195897,-0.140042,-0.830599,-0.468438,-0.847023,-0.593433
2025/04/01/ 21:40:47::604,-0.053648,3.66452,0.817552,1.740657,-1.314293,-0.162534,-1.003085,-0.513899,-0.928982,-0.332577
2025/04/01/ 21:40:47::636,0.093719,4.142478,0.85702,1.936124,-1.457632,-0.225074,-1.15096,-0.175554,-0.954114,-0.127801
2025/04/01/ 21:40:47::663,0.057115,4.187103,0.81247,1.919448,-1.606233,-0.190905,-1.291776,0.012632,-0.530483,-0.06425
2025/04/01/ 21:40:47::712,0.094887,3.662428,0.603171,1.954515,-1.738674,-0.109967,-1.313198,0.272048,-0.248436,0.017833
2025/04/01/ 21:40:47::724,0.182662,2.73322,0.546329,1.637013,-1.781798,-0.01097,-1.210873,0.260017,-0.006265,-0.152571
2025/04/01/ 21:40:47::757,0.198595,1.767594,0.434455,1.134921,-1.750715,0.153751,-0.945329,-0.037813,0.48854,-0.429333
2025/04/01/ 21:40:47::785,0.198618,1.288481,0.517661,0.586421,-1.621498,0.294802,-0.877289,-0.145303,0.448609,-0.808666
2025/04/01/ 21:40:47::830,0.147045,1.092301,0.480911,0.290276,-1.39247,0.118475,-1.266521,-0.106308,0.480955,-1.190413
2025/04/01/ 21:40:47::844,0.096392,0.94259,0.463858,-0.154156,-1.182612,0.237724,-1.770952,-0.14282,0.613476,-1.414479
2025/04/01/ 21:40:47::880,0.056085,0.755318,0.333792,-0.349746,-0.923634,0.280374,-2.593054,0.108056,0.906557,-1.599261
2025/04/01/ 21:40:47::909,-0.00317,0.708146,0.351339,-0.304762,-0.637122,0.210079,-3.168064,0.242965,1.340713,-1.760014
2025/04/01/ 21:40:47::942,-0.05874,0.913181,0.373937,-0.228281,-0.351912,0.249206,-3.6317,0.485013,1.501754,-1.861091
2025/04/01/ 21:40:47::963,-0.0977,0.971807,0.501984,-0.149343,-0.180406,0.235221,-3.699913,0.633669,1.444626,-1.948175
2025/04/01/ 21:40:48::006,-0.133326,0.952011,0.529858,-0.018091,-0.068343,0.306316,-3.43932,0.411241,1.540401,-1.948238
2025/04/01/ 21:40:48::024,-0.208327,0.788243,0.576273,0.315437,-0.048281,0.356798,-2.875923,0.226414,1.234711,-2.006926
2025/04/01/ 21:40:48::067,-0.181233,0.473829,0.657265,0.694914,-0.185601,0.331283,-2.15349,-0.000543,0.958176,-1.94977
2025/04/01/ 21:40:48::084,-0.196805,0.20526,0.684656,1.010107,-0.409967,0.28278,-1.379665,-0.105813,0.591578,-1.858859
2025/04/01/ 21:40:48::113,-0.24726,0.311976,0.649159,0.924297,-0.785692,0.165501,-1.096778,-0.157516,0.349264,-1.746419
2025/04/01/ 21:40:48::147,-0.309904,0.993696,0.462233,0.795754,-1.086119,-0.012016,-0.998989,-0.116403,-0.019752,-1.506999
2025/04/01/ 21:40:48::174,-0.270088,1.75121,0.577841,1.084324,-1.186764,-0.211694,-0.90363,-0.120658,-0.50436,-1.161489
2025/04/01/ 21:40:48::205,-0.170844,2.5923,0.649233,1.444586,-1.24191,-0.056709,-0.805336,-0.43033,-0.751522,-0.792175
2025/04/01/ 21:40:48::233,-0.124623,3.439591,0.674998,1.65766,-1.346919,-0.173829,-0.854367,-0.434724,-0.905529,-0.399595
2025/04/01/ 21:40:48::265,0.0411,3.993996,0.846856,1.782716,-1.500035,-0.280269,-1.052173,-0.300725,-0.815389,-0.155373
2025/04/01/ 21:40:48::294,0.090496,4.147255,0.816581,1.878165,-1.679717,-0.20672,-1.207489,0.045202,-0.586194,-0.040522
2025/04/01/ 21:40:48::325,0.092423,3.885254,0.758025,1.780074,-1.837826,-0.142089,-1.256108,0.313626,-0.267066,0.01927
2025/04/01/ 21:40:48::357,0.179755,3.094538,0.477012,1.651191,-1.967891,-0.091239,-1.190879,0.330051,-0.10437,-0.0519
2025/04/01/ 21:40:48::383,0.231126,2.080693,0.352778,1.282855,-1.998666,0.04861,-0.947952,0.102368,0.338144,-0.326715
2025/04/01/ 21:40:48::414,0.20024,1.388729,0.464652,0.729592,-1.905823,0.264958,-0.851026,-0.173095,0.434511,-0.694259
2025/04/01/ 21:40:48::444,0.193377,1.295902,0.554668,0.414838,-1.690333,0.156585,-1.033194,-0.020679,0.33053,-1.086803
2025/04/01/ 21:40:48::474,0.06965,1.100803,0.67639,0.033715,-1.337729,0.120581,-1.484145,-0.20335,0.579942,-1.402958
2025/04/01/ 21:40:48::503,0.097296,1.035298,0.421789,0.005785,-1.093165,0.319365,-2.287404,0.019899,0.756527,-1.628591
2025/04/01/ 21:40:48::532,-0.080887,0.972402,0.485382,-0.133561,-0.79406,0.280639,-2.931015,0.246337,0.956731,-1.838677
2025/04/01/ 21:40:48::586,-0.037473,1.023178,0.522837,-0.127623,-0.528644,0.184617,-3.477832,0.242491,1.271638,-1.957121
2025/04/01/ 21:40:48::594,-0.103842,1.13282,0.496433,-0.041749,-0.281158,0.257984,-3.785362,0.455539,1.153305,-2.070937
2025/04/01/ 21:40:48::629,-0.080169,1.177284,0.604378,0.019709,-0.138014,0.263463,-3.655716,0.313343,1.258601,-2.141741
2025/04/01/ 21:40:48::653,-0.176281,0.869447,0.244068,1.09393,-0.3004,0.255511,-2.511854,0.212397,1.02693,-2.097143
2025/04/01/ 21:40:48::691,-0.201949,0.632339,0.657976,0.554701,-0.556237,0.237147,-1.669078,0.130448,0.735907,-1.945441
2025/04/01/ 21:40:48::714,-0.228711,0.433558,0.66582,0.611424,-0.818132,0.163698,-1.058567,-0.17536,0.57112,-1.78352
2025/04/01/ 21:40:48::754,-0.28798,0.562311,0.226351,0.98177,-0.987345,0.083304,-0.887531,-0.104657,0.198783,-1.665837
2025/04/01/ 21:40:48::780,-0.279324,1.22644,0.391097,0.667169,-1.141333,-0.10168,-0.903249,0.128854,-0.306876,-1.439314
2025/04/01/ 21:40:48::816,-0.176567,1.835166,0.552917,0.828757,-1.296869,-0.126593,-0.832415,-0.100832,-0.386658,-1.096091
2025/04/01/ 21:40:48::833,-0.10887,2.675039,0.400656,1.34938,-1.313141,0.017447,-0.839392,-0.160044,-0.56696,-0.693752
2025/04/01/ 21:40:48::863,-0.085548,3.355217,0.695863,1.513068,-1.445738,-0.122589,-1.059381,-0.105813,-0.864569,-0.443132
2025/04/01/ 21:40:48::906,0.159659,3.9315,0.740798,1.763862,-1.544638,-0.138609,-1.226213,-0.060903,-0.595258,-0.194448
2025/04/01/ 21:40:48::923,0.110317,4.195714,0.64694,1.898029,-1.657789,-0.229744,-1.300164,0.153684,-0.603456,0.050296
2025/04/01/ 21:40:48::954,0.133278,3.958562,0.583601,1.777117,-1.740594,-0.055259,-1.450989,0.231708,-0.342844,0.018147
2025/04/01/ 21:40:48::984,0.194597,3.306067,0.385512,1.482065,-1.758775,-0.016028,-1.448559,0.331236,-0.140656,-0.026292
2025/04/01/ 21:40:49::028,0.215633,2.33863,0.220296,1.076519,-1.784982,0.058014,-1.241206,0.178556,0.316428,-0.252839
2025/04/01/ 21:40:49::053,0.179763,1.563568,0.28907,0.78028,-1.709577,0.235741,-0.975781,-0.049506,0.475252,-0.541279
2025/04/01/ 21:40:49::073,0.24326,1.206682,0.463515,0.388892,-1.515919,0.266443,-1.174703,0.103258,0.53904,-0.969439
2025/04/01/ 21:40:49::108,0.141937,0.974791,0.587197,0.018126,-1.271035,0.144442,-1.589685,0.0492,0.751361,-1.270457
2025/04/01/ 21:40:49::134,0.085583,0.831996,0.370302,-0.157453,-1.042897,0.291129,-2.335413,0.139429,0.995212,-1.455726
2025/04/01/ 21:40:49::163,-0.013828,0.696111,0.195269,-0.357471,-0.785542,0.241865,-2.875718,0.309543,1.210781,-1.611801
2025/04/01/ 21:40:49::196,-0.033854,0.7774,0.279363,-0.401951,-0.483621,0.217788,-3.387724,0.283365,1.547683,-1.726581
